score	published	tickers	open	close
0.34883720930232553	2022-06-14	VKCO	3.6	3.65
0.39999999999999997	2022-05-12	GAZP	230.56	241.89
-0.3333333333333333	2022-07-11	TWTR	38.3	37.7
0.6571428571428573	2022-07-05	VKCO	3.6	36.9
-0.47368421052631576	2022-06-20	BAYN@DE	49.65	49.06
0.7857142857142858	2022-05-06	AAPL	147	157
0.16666666666666669	2022-07-07	AAPL	147	150
-0.21212121212121215	2022-03-29	AAPL	174	170
-0.4666666666666666	2022-05-11	AAPL	147	137
0.5	2022-06-06	AAPL	131	137
0.6170212765957446	2022-04-29	AAPL	157.23	157.88
0.3333333333333333	2022-06-15	AAPL	131	136
-0.3636363636363636	2022-07-12	AAPL	152	150
0.375	2022-07-26	BABA	100.86	105.33
0.08000000000000002	2022-07-13	AAPL	150	151
-0.3513513513513513	2022-06-10	ADS@DE	211.62	196.95
0.8787878787878789	2022-07-27	UPRO	1.424	1.424
0.8095238095238095	2022-07-29	ENRU	0.4614	0.4636
-0.47368421052631576	2022-07-27	NVTK	1038	1017
0.09677419354838707	2022-07-28	NVTK	1016.8	1025.2
-0.3125	2022-07-29	MSNG	1.888	1.849
0.6521739130434783	2022-07-26	MGNT	4351	4512
0.8421052631578947	2022-07-28	LENT	709.5	785
0.8867924528301887	2022-07-26	LKOH	3694	3825
0.7826086956521738	2022-07-27	KAZT	384	389
-0.3333333333333333	2022-07-30	GAZP	196.25	195.26
-0.21428571428571425	2022-07-29	GAZP	194.5	192
0.574468085106383	2022-07-26	GAZP	192	196.5
0.7142857142857142	2022-07-27	AFLT	28.1	27.76
